bundle,downstream_accuracy_linear,downstream_accuracy_random_forest,downstream_accuracy_xgboost,downstream_average_precision_linear,downstream_average_precision_random_forest,downstream_average_precision_xgboost,downstream_balanced_accuracy_linear,downstream_balanced_accuracy_random_forest,downstream_balanced_accuracy_xgboost,downstream_f1_linear,downstream_f1_random_forest,downstream_f1_xgboost,downstream_roc_auc_linear,downstream_roc_auc_random_forest,downstream_roc_auc_xgboost,downstream_runtime_seconds,imputation_mae,imputation_nmae,imputation_nrmse,imputation_rmse,imputation_runtime_seconds,method,missing_fraction,pattern,seed,status,error
pattern_mar_logistic__frac_0p400__seed_2,0.9183673469387755,0.9183673469387755,0.9081632653061225,0.5729095097925389,0.5405597905597905,0.3968077011555273,0.6054931335830211,0.6054931335830211,0.5499375780274657,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.9425717852684145,0.9176029962546817,0.898876404494382,0.6812304159975611,3.3727701193887105,0.01390259735939287,0.03130965739670438,7.595722884440483,,tab_impute,0.4,mar_logistic,2,ok,
pattern_mar_logistic__frac_0p400__seed_3,0.8469387755102041,0.8469387755102041,0.8469387755102041,0.1981702938286771,0.5524825473010817,0.44103531601983614,0.5,0.5,0.5273092369477912,0.0,0.0,0.11764705882352941,0.6104417670682731,0.8441767068273093,0.8152610441767069,0.6886287080124021,32.33790656403975,0.1332972240891993,0.16970761590099037,41.17106761758026,,global_mean,0.4,mar_logistic,3,ok,
pattern_mar_logistic__frac_0p400__seed_3,0.8469387755102041,0.8469387755102041,0.8571428571428571,0.22173003558344057,0.45773990853789953,0.5812061929162923,0.5,0.5,0.5333333333333333,0.0,0.0,0.125,0.6096385542168674,0.8052208835341366,0.8273092369477912,0.7694804159691557,33.96618869355702,0.14000902182010314,0.1811828998325233,43.95497149937015,,row_mean,0.4,mar_logistic,3,ok,
pattern_mar_logistic__frac_0p400__seed_3,0.826530612244898,0.8469387755102041,0.826530612244898,0.4238144760026687,0.539307684921115,0.3894538001844503,0.4879518072289157,0.5,0.5152610441767068,0.0,0.0,0.10526315789473684,0.8240963855421687,0.8156626506024096,0.8265060240963855,0.7754027500050142,7.152085035834162,0.029480977064444195,0.07256450721558838,17.60414945050174,,soft_impute,0.4,mar_logistic,3,ok,
pattern_mar_logistic__frac_0p400__seed_3,0.8571428571428571,0.8367346938775511,0.8673469387755102,0.49612939448551274,0.4532533098709569,0.43837218990127863,0.6152610441767068,0.5485943775100401,0.6485943775100401,0.36363636363636365,0.2,0.43478260869565216,0.7839357429718876,0.7682730923694779,0.7534136546184739,0.6714105830178596,3.4795545895390005,0.014342764177819458,0.03237207436430148,7.8534652407795384,,tab_impute,0.4,mar_logistic,3,ok,
pattern_mar_logistic__frac_0p400__seed_4,0.8367346938775511,0.8571428571428571,0.8775510204081632,0.15543664412559252,0.38245312154857103,0.49555299940782505,0.4880952380952381,0.5,0.6011904761904762,0.0,0.0,0.3333333333333333,0.5136054421768708,0.7602040816326531,0.8035714285714286,0.7492169580073096,32.157815998616265,0.18168257626336873,0.2285916840025248,40.46072806844689,,global_mean,0.4,mar_logistic,4,ok,
pattern_mar_logistic__frac_0p400__seed_4,0.8571428571428571,0.8571428571428571,0.8673469387755102,0.22502612949832107,0.39096797226629665,0.44923514638671425,0.5,0.5,0.5952380952380952,0.0,0.0,0.3157894736842105,0.49744897959183676,0.8010204081632654,0.7389455782312926,0.7342097089858726,33.72772195898654,0.1905521014632008,0.24481079503566103,43.331510721312,,row_mean,0.4,mar_logistic,4,ok,
pattern_mar_logistic__frac_0p400__seed_4,0.8469387755102041,0.8469387755102041,0.826530612244898,0.2856904937961626,0.27922741087707104,0.2840443651504812,0.5238095238095238,0.49404761904761907,0.5119047619047619,0.11764705882352941,0.0,0.10526315789473684,0.6624149659863945,0.7529761904761905,0.6836734693877551,0.7181366659933701,7.114316271684276,0.0401938772411541,0.09864323887031007,17.459853280044882,,soft_impute,0.4,mar_logistic,4,ok,
pattern_mar_logistic__frac_0p400__seed_4,0.8367346938775511,0.8469387755102041,0.8469387755102041,0.29209417196225645,0.41995773698431504,0.3367959065663051,0.5476190476190476,0.5238095238095238,0.5238095238095238,0.2,0.11764705882352941,0.11764705882352941,0.7610544217687074,0.8163265306122449,0.7295918367346939,0.6679273339686915,3.702651439805829,0.020918934688168526,0.044728886077284424,7.917012835679343,,tab_impute,0.4,mar_logistic,4,ok,
pattern_mar_logistic__frac_0p400__seed_5,0.8775510204081632,0.8673469387755102,0.8673469387755102,0.17433594715655787,0.30495023170461766,0.2582065120237119,0.5,0.4941860465116279,0.5300387596899224,0.0,0.0,0.13333333333333333,0.5658914728682171,0.7233527131782946,0.685077519379845,0.7200973749859259,32.01988206596112,0.1809032885082549,0.22709823297269074,40.19638723616626,,global_mean,0.4,mar_logistic,5,ok,
pattern_mar_logistic__frac_0p400__seed_5,0.8775510204081632,0.8673469387755102,0.8571428571428571,0.14776016612943077,0.1966570634470008,0.22659393223222463,0.5,0.4941860465116279,0.5242248062015504,0.0,0.0,0.125,0.5455426356589147,0.6395348837209303,0.6918604651162791,0.7631404169951566,33.879004921609955,0.1914068074667229,0.2463054132526562,43.59605814572015,,row_mean,0.4,mar_logistic,5,ok,
pattern_mar_logistic__frac_0p400__seed_5,0.8775510204081632,0.8571428571428571,0.8571428571428571,0.3793832450761798,0.30463664336746177,0.34855177512203334,0.6434108527131783,0.5242248062015504,0.5959302325581395,0.4,0.125,0.3,0.8158914728682171,0.7781007751937985,0.7781007751937984,0.8132012499845587,7.3280380587530125,0.04140134496470629,0.10336136532886019,18.29496166320825,,soft_impute,0.4,mar_logistic,5,ok,
pattern_mar_logistic__frac_0p400__seed_5,0.8673469387755102,0.8163265306122449,0.8469387755102041,0.3641410895985559,0.26384998447604435,0.31669720255094985,0.6734496124031008,0.5726744186046512,0.5901162790697674,0.43478260869565216,0.25,0.2857142857142857,0.7848837209302326,0.7582364341085271,0.8052325581395349,0.690955042024143,3.3817200159471903,0.019105762801961527,0.041469753520317405,7.3401463730961805,,tab_impute,0.4,mar_logistic,5,ok,
pattern_mar_logistic__frac_0p400__seed_6,0.8571428571428571,0.8571428571428571,0.8469387755102041,0.2040929952688435,0.2509353187104719,0.2863713410920449,0.49411764705882355,0.49411764705882355,0.5208144796380091,0.0,0.0,0.11764705882352941,0.6832579185520362,0.718552036199095,0.7610859728506787,0.7214768339763395,32.5934201102125,0.13435045387556677,0.17111279829327183,41.511964865947746,,global_mean,0.4,mar_logistic,6,ok,
pattern_mar_logistic__frac_0p400__seed_6,0.8571428571428571,0.8673469387755102,0.8367346938775511,0.199052256187063,0.21622038452379053,0.2752722459270739,0.49411764705882355,0.5,0.4823529411764706,0.0,0.0,0.0,0.6733031674208145,0.7285067873303167,0.7656108597285067,0.7514949169708416,34.18627997582625,0.14091624062582958,0.1836598028657232,44.55586817522445,,row_mean,0.4,mar_logistic,6,ok,
pattern_mar_logistic__frac_0p400__seed_6,0.8571428571428571,0.8673469387755102,0.8673469387755102,0.4065403267884345,0.37354779154200557,0.34479042361793744,0.5266968325791855,0.5,0.532579185520362,0.125,0.0,0.13333333333333333,0.8009049773755657,0.8226244343891402,0.7746606334841629,0.7536030829651281,7.721360560019232,0.031827537345503844,0.07787438125661658,18.892324892855182,,soft_impute,0.4,mar_logistic,6,ok,
pattern_mar_logistic__frac_0p400__seed_6,0.8673469387755102,0.8571428571428571,0.8571428571428571,0.6659153988585427,0.4950068652665649,0.5084731882302733,0.7606334841628959,0.6244343891402715,0.7873303167420814,0.5517241379310345,0.36363636363636365,0.5625,0.8769230769230769,0.8497737556561087,0.8470588235294118,0.6056453339988366,3.651594788119842,0.015051915861994404,0.03351338171327042,8.130346403639402,,tab_impute,0.4,mar_logistic,6,ok,
pattern_mar_logistic__frac_0p400__seed_7,0.8367346938775511,0.8367346938775511,0.8673469387755102,0.3861139073639195,0.7544663001502141,0.7059983870403762,0.5,0.5,0.6189024390243902,0.0,0.0,0.38095238095238093,0.6707317073170732,0.8921493902439024,0.8841463414634146,0.72926820802968,32.09770961455692,0.18237335008270977,0.22933498167599586,40.362956774975274,,global_mean,0.4,mar_logistic,7,ok,
pattern_mar_logistic__frac_0p400__seed_7,0.8367346938775511,0.8367346938775511,0.8775510204081632,0.40573694407252947,0.5822323050945171,0.6110670950969326,0.5,0.5,0.625,0.0,0.0,0.4,0.6524390243902439,0.8490853658536586,0.8292682926829268,0.7611332089873031,34.17376021942989,0.19416909215585162,0.2467989052134831,43.43660731757303,,row_mean,0.4,mar_logistic,7,ok,
pattern_mar_logistic__frac_0p400__seed_7,0.8775510204081632,0.8367346938775511,0.8673469387755102,0.6647126112268542,0.7836244501685679,0.7543281501572576,0.625,0.5,0.59375,0.4,0.0,0.3157894736842105,0.8780487804878049,0.9458841463414634,0.9504573170731707,0.7533298750058748,6.42714879935153,0.03651789090540642,0.08946668433941835,15.74613644373763,,soft_impute,0.4,mar_logistic,7,ok,
pattern_mar_logistic__frac_0p400__seed_7,0.9285714285714286,0.9183673469387755,0.9183673469387755,0.7923686122025371,0.7814239077808157,0.8165094954065542,0.8064024390243902,0.75,0.75,0.7407407407407407,0.6666666666666666,0.6666666666666666,0.9169207317073171,0.9039634146341464,0.9039634146341463,0.7959556659916416,3.406989217796736,0.019357893282936,0.04247034366821576,7.474780485605974,,tab_impute,0.4,mar_logistic,7,ok,
pattern_mar_logistic__frac_0p400__seed_8,0.8775510204081632,0.8775510204081632,0.8979591836734694,0.17836176528276176,0.6667059590972636,0.5394879390052024,0.5,0.5,0.6191860465116279,0.0,0.0,0.375,0.6676356589147286,0.9510658914728682,0.9224806201550388,0.7906614159583114,31.71151585396365,0.17916110651956865,0.22385638373265626,39.62257992068016,,global_mean,0.4,mar_logistic,8,ok,
pattern_mar_logistic__frac_0p400__seed_8,0.8775510204081632,0.8775510204081632,0.8979591836734694,0.13113718888266943,0.485970575603062,0.513778782240888,0.5,0.5,0.6191860465116279,0.0,0.0,0.375,0.5213178294573644,0.865794573643411,0.8410852713178294,0.7799494999926537,33.60173810222243,0.18984032826114366,0.24009401531437133,42.496640710643725,,row_mean,0.4,mar_logistic,8,ok,
pattern_mar_logistic__frac_0p400__seed_8,0.9081632653061225,0.8877551020408163,0.8775510204081632,0.560822864499335,0.45860847994168424,0.5170872362963818,0.6608527131782945,0.5416666666666666,0.6075581395348837,0.47058823529411764,0.15384615384615385,0.3333333333333333,0.8536821705426357,0.8556201550387598,0.8624031007751938,0.7884974160115235,6.112028985587426,0.03453123720670862,0.0831258630659033,14.713277762664886,,soft_impute,0.4,mar_logistic,8,ok,
pattern_mar_logistic__frac_0p400__seed_8,0.8877551020408163,0.8877551020408163,0.826530612244898,0.5300451009380759,0.5044208242737654,0.4062297774583244,0.7209302325581395,0.7209302325581395,0.6143410852713178,0.5217391304347826,0.5217391304347826,0.32,0.9205426356589148,0.8687015503875969,0.8401162790697674,0.6741168330190703,3.326811152916807,0.01879554323681812,0.04153297760474854,7.3513370360404915,,tab_impute,0.4,mar_logistic,8,ok,
pattern_mar_logistic__frac_0p400__seed_9,0.9285714285714286,0.9285714285714286,0.8979591836734694,0.09747622980318121,0.4282601929660753,0.34650838405537654,0.5,0.5,0.4835164835164835,0.0,0.0,0.0,0.5007849293563579,0.9167974882260597,0.8869701726844583,0.7601641250075772,32.14664960187316,0.1785924977881842,0.22498488714872902,40.49727968677122,,global_mean,0.4,mar_logistic,9,ok,
pattern_mar_logistic__frac_0p400__seed_9,0.9183673469387755,0.9285714285714286,0.9183673469387755,0.10207158009509633,0.2929859822716966,0.30399618784711946,0.4945054945054945,0.5,0.5604395604395604,0.0,0.0,0.2,0.5274725274725274,0.8343799058084772,0.8383045525902668,0.801830374985002,33.98021059125377,0.18877894772918763,0.24218568572639695,43.59342343075145,,row_mean,0.4,mar_logistic,9,ok,
pattern_mar_logistic__frac_0p400__seed_9,0.9285714285714286,0.9183673469387755,0.8877551020408163,0.36881419234360413,0.35452125514237315,0.27787981859410427,0.6318681318681318,0.4945054945054945,0.47802197802197804,0.36363636363636365,0.0,0.0,0.8430141287284144,0.9081632653061225,0.8634222919937207,0.788651833019685,7.033076902893884,0.03907264946052158,0.09576796354359678,17.23823343784742,,soft_impute,0.4,mar_logistic,9,ok,
pattern_mar_logistic__frac_0p400__seed_9,0.9081632653061225,0.9285714285714286,0.9081632653061225,0.4450753194174246,0.5452733601801925,0.3791235334713595,0.6868131868131868,0.6978021978021978,0.6868131868131868,0.4,0.46153846153846156,0.4,0.814756671899529,0.8241758241758244,0.8069073783359497,0.673130167007912,3.5393873270680962,0.01966326292815609,0.0425554264918563,7.6599767685341345,,tab_impute,0.4,mar_logistic,9,ok,
pattern_mar_logistic__frac_0p500__seed_0,0.8367346938775511,0.8469387755102041,0.826530612244898,0.265519469395802,0.26468566966475904,0.2554655107424799,0.4939759036144578,0.5,0.4879518072289157,0.0,0.0,0.0,0.6570281124497992,0.7096385542168675,0.6706827309236947,0.7596935000037774,32.28446459193564,0.13307693566337855,0.17018891407145922,41.28783055373601,,global_mean,0.5,mar_logistic,0,ok,
pattern_mar_logistic__frac_0p500__seed_0,0.8469387755102041,0.8469387755102041,0.8367346938775511,0.24496639823586508,0.22443353338574368,0.20243612201850186,0.5,0.5,0.5212851405622491,0.0,0.0,0.1111111111111111,0.6152610441767068,0.6650602409638554,0.6088353413654619,0.7619569160160609,33.75195237336797,0.13912593723564703,0.18484920081006997,44.84441611652297,,row_mean,0.5,mar_logistic,0,ok,
pattern_mar_logistic__frac_0p500__seed_0,0.7959183673469388,0.8469387755102041,0.7857142857142857,0.22860880027583405,0.2720311168689248,0.27240572398467133,0.46987951807228917,0.5,0.4911646586345381,0.0,0.0,0.08695652173913043,0.6610441767068274,0.727710843373494,0.708433734939759,0.7435567500069737,10.511886407064226,0.043330117094246605,0.10241029229839435,24.84473691159047,,soft_impute,0.5,mar_logistic,0,ok,
pattern_mar_logistic__frac_0p500__seed_0,0.8163265306122449,0.8061224489795918,0.7959183673469388,0.2839914259756774,0.2918555200992709,0.2906467097954496,0.5092369477911647,0.5032128514056226,0.4971887550200803,0.1,0.09523809523809523,0.09090909090909091,0.5751004016064257,0.61285140562249,0.6240963855421686,0.571201957995072,3.6584153146537273,0.015080030151087087,0.033328977434428544,8.085609925592365,,tab_impute,0.5,mar_logistic,0,ok,
pattern_mar_logistic__frac_0p500__seed_1,0.8469387755102041,0.8673469387755102,0.8367346938775511,0.20348779267138756,0.21422941924905722,0.2342237743754924,0.48823529411764705,0.5,0.4823529411764706,0.0,0.0,0.0,0.6398190045248868,0.6782805429864253,0.6606334841628959,0.7512469170033,32.17369598492033,0.13262034618681093,0.16791903391214213,40.73715762708568,,global_mean,0.5,mar_logistic,1,ok,
pattern_mar_logistic__frac_0p500__seed_1,0.8367346938775511,0.8571428571428571,0.8367346938775511,0.18523740215452122,0.22467370906284934,0.20225055137304138,0.4823529411764706,0.49411764705882355,0.4823529411764706,0.0,0.0,0.0,0.5113122171945702,0.6737556561085973,0.660633484162896,0.7583374590030871,33.83945028022632,0.13948660461758583,0.18466775466561375,44.80039728187789,,row_mean,0.5,mar_logistic,1,ok,
pattern_mar_logistic__frac_0p500__seed_1,0.8163265306122449,0.8469387755102041,0.826530612244898,0.23720299826291794,0.2058466823335568,0.21455732268412514,0.5031674208144796,0.48823529411764705,0.5090497737556561,0.1,0.0,0.10526315789473684,0.6950226244343891,0.6579185520361991,0.6570135746606335,0.7514287079684436,9.861763176248887,0.04065030163334249,0.09938401940348597,24.110563107285696,,soft_impute,0.5,mar_logistic,1,ok,
pattern_mar_logistic__frac_0p500__seed_1,0.8367346938775511,0.7346938775510204,0.7653061224489796,0.2360892381551247,0.15686191489161996,0.1792349747548449,0.5475113122171946,0.48868778280542985,0.5063348416289593,0.2,0.13333333333333333,0.14814814814814814,0.6678733031674208,0.5760180995475114,0.6126696832579186,0.579768207971938,3.610111313258242,0.014880920499827872,0.03365268900110907,8.16414235166906,,tab_impute,0.5,mar_logistic,1,ok,
pattern_mar_logistic__frac_0p500__seed_2,0.8775510204081632,0.9183673469387755,0.8877551020408163,0.1409147330161823,0.45375494071146244,0.24284019290068895,0.533083645443196,0.5555555555555556,0.5387016229712859,0.14285714285714285,0.2,0.15384615384615385,0.5705368289637952,0.8302122347066168,0.7515605493133583,0.7550322499591857,31.95473339345233,0.13171777985759411,0.16734867683331164,40.5987889997614,,global_mean,0.5,mar_logistic,2,ok,
pattern_mar_logistic__frac_0p500__seed_2,0.8979591836734694,0.9081632653061225,0.9081632653061225,0.13663273738614218,0.46968812175672603,0.27886225187038194,0.4943820224719101,0.5,0.5998751560549314,0.0,0.0,0.3076923076923077,0.5617977528089887,0.784019975031211,0.7265917602996255,0.7770833329996094,33.97734363802055,0.14005500262992807,0.18226651372152727,44.217856228842514,,row_mean,0.5,mar_logistic,2,ok,
pattern_mar_logistic__frac_0p500__seed_2,0.8979591836734694,0.9081632653061225,0.8673469387755102,0.24846805555899537,0.25597514242304753,0.24883143445674946,0.4943820224719101,0.5,0.5774032459425718,0.0,0.0,0.23529411764705882,0.8127340823970037,0.717852684144819,0.7865168539325842,0.7798861250048503,9.232120017735136,0.03805490526683898,0.09292762432276888,22.54424166070373,,soft_impute,0.5,mar_logistic,2,ok,
pattern_mar_logistic__frac_0p500__seed_2,0.8775510204081632,0.8877551020408163,0.8979591836734694,0.22779669173699324,0.2753071760105008,0.16865375303697994,0.48314606741573035,0.4887640449438202,0.4943820224719101,0.0,0.0,0.0,0.7777777777777778,0.8183520599250936,0.7365792759051185,0.642863417044282,3.6749421930687687,0.015148154134661041,0.03393659948200443,8.233019034334275,,tab_impute,0.5,mar_logistic,2,ok,
pattern_mar_logistic__frac_0p500__seed_3,0.8367346938775511,0.8469387755102041,0.8571428571428571,0.2359694265018342,0.43986574462970585,0.3867689363177075,0.4939759036144578,0.5,0.5333333333333333,0.0,0.0,0.125,0.6128514056224899,0.7610441767068273,0.7726907630522089,0.7334743750398047,32.17834145816416,0.13263949488113835,0.16894160701583033,40.98523386204044,,global_mean,0.5,mar_logistic,3,ok,
pattern_mar_logistic__frac_0p500__seed_3,0.8469387755102041,0.8469387755102041,0.8673469387755102,0.24214972233845095,0.229609346193461,0.3308880413975639,0.5,0.5,0.5939759036144578,0.0,0.0,0.3157894736842105,0.6112449799196786,0.6301204819277109,0.6835341365461847,0.7855867079924792,34.287489229375694,0.14133342633708035,0.18792224206533706,45.58993592505077,,row_mean,0.5,mar_logistic,3,ok,
pattern_mar_logistic__frac_0p500__seed_3,0.8571428571428571,0.8469387755102041,0.826530612244898,0.3882654151404151,0.3069889508782698,0.3104295637709025,0.5606425702811245,0.5,0.542570281124498,0.2222222222222222,0.0,0.19047619047619047,0.7823293172690763,0.7096385542168674,0.7100401606425703,0.7972226249985397,10.693704524429021,0.04407957347250215,0.10597245432647938,25.708917419603896,,soft_impute,0.5,mar_logistic,3,ok,
pattern_mar_logistic__frac_0p500__seed_3,0.8061224489795918,0.8061224489795918,0.7959183673469388,0.32506222966187803,0.29986316115019196,0.308697493698908,0.5032128514056226,0.5032128514056226,0.5244979919678715,0.09523809523809523,0.09523809523809523,0.16666666666666666,0.7269076305220884,0.6626506024096386,0.6353413654618474,0.6197947909822688,3.6697846791659354,0.015126894802827435,0.03388962861576974,8.221623902185739,,tab_impute,0.5,mar_logistic,3,ok,
pattern_mar_logistic__frac_0p500__seed_4,0.8571428571428571,0.8571428571428571,0.8775510204081632,0.39179159057721347,0.5885999568064785,0.63511322011322,0.5,0.5,0.5714285714285714,0.0,0.0,0.25,0.7840136054421769,0.9068877551020408,0.8852040816326531,0.7495487499982119,32.06122448253463,0.13215673735587233,0.16870638727500614,40.928169552916486,,global_mean,0.5,mar_logistic,4,ok,
pattern_mar_logistic__frac_0p500__seed_4,0.8571428571428571,0.8673469387755102,0.8571428571428571,0.3401515034055945,0.501574148525368,0.3984775529258593,0.5,0.5357142857142857,0.5297619047619048,0.0,0.13333333333333333,0.125,0.7321428571428572,0.8350340136054422,0.8137755102040816,0.812619749980513,33.65357291932065,0.1387204159906045,0.1831327752336583,44.428011271685506,,row_mean,0.5,mar_logistic,4,ok,
pattern_mar_logistic__frac_0p500__seed_4,0.8469387755102041,0.8571428571428571,0.8673469387755102,0.37369529748154706,0.4553625496925761,0.3294744739475,0.49404761904761907,0.5,0.5654761904761905,0.0,0.0,0.23529411764705882,0.760204081632653,0.8443877551020408,0.717687074829932,0.8010562090203166,9.89568602528226,0.0407901320085831,0.0954367786935536,23.152962511056103,,soft_impute,0.5,mar_logistic,4,ok,
pattern_mar_logistic__frac_0p500__seed_4,0.8571428571428571,0.8367346938775511,0.8469387755102041,0.43938504904693443,0.3448500108897975,0.3587675295600632,0.6190476190476191,0.5476190476190476,0.5238095238095238,0.36363636363636365,0.2,0.11764705882352941,0.8214285714285715,0.6985544217687075,0.7551020408163266,0.608027915994171,3.7409425498789775,0.015420208367184574,0.03425953784165257,8.311363880384912,,tab_impute,0.5,mar_logistic,4,ok,
pattern_mar_logistic__frac_0p500__seed_5,0.8367346938775511,0.8673469387755102,0.8571428571428571,0.10262243708435168,0.2647767823282368,0.21105013870681621,0.47674418604651164,0.4941860465116279,0.560077519379845,0.0,0.0,0.2222222222222222,0.3972868217054264,0.75484496124031,0.6695736434108527,0.7714866250171326,32.275186638537015,0.1330386918323867,0.16980613184965643,41.19496758672665,,global_mean,0.5,mar_logistic,5,ok,
pattern_mar_logistic__frac_0p500__seed_5,0.8469387755102041,0.8571428571428571,0.8061224489795918,0.10242896849333466,0.1669206730738999,0.142515745326842,0.48255813953488375,0.4883720930232558,0.45930232558139533,0.0,0.0,0.0,0.39244186046511625,0.6351744186046512,0.5862403100775194,0.8278185840463266,33.73791271282073,0.13906806559283072,0.1846452267298764,44.79493200466801,,row_mean,0.5,mar_logistic,5,ok,
pattern_mar_logistic__frac_0p500__seed_5,0.8571428571428571,0.8775510204081632,0.8673469387755102,0.3778669816595513,0.318854413615153,0.3265551773575834,0.560077519379845,0.5,0.5658914728682171,0.2222222222222222,0.0,0.23529411764705882,0.7606589147286822,0.747577519379845,0.7548449612403101,0.8041780419880524,10.54804004248326,0.04347914279671583,0.10264699235641526,24.902160345666342,,soft_impute,0.5,mar_logistic,5,ok,
pattern_mar_logistic__frac_0p500__seed_5,0.8571428571428571,0.826530612244898,0.8469387755102041,0.306028466322584,0.22835406882064402,0.2671657518043244,0.5959302325581395,0.5784883720930232,0.5184108527131783,0.3,0.2608695652173913,0.11764705882352941,0.7267441860465116,0.6598837209302325,0.7063953488372093,0.5332273750100285,3.580951875667199,0.014760724961530088,0.0331715585383327,8.047420101399513,,tab_impute,0.5,mar_logistic,5,ok,
pattern_mar_logistic__frac_0p500__seed_6,0.8673469387755102,0.8775510204081632,0.8367346938775511,0.18246180387748284,0.3491298406768429,0.2632682907178499,0.5,0.5384615384615384,0.4823529411764706,0.0,0.14285714285714285,0.0,0.6135746606334842,0.7723981900452489,0.7565610859728507,0.7617595000192523,32.17893537110357,0.1787718631727976,0.22798071158316774,41.03652808497019,,global_mean,0.5,mar_logistic,6,ok,
pattern_mar_logistic__frac_0p500__seed_6,0.8673469387755102,0.8775510204081632,0.8877551020408163,0.15894227160966856,0.4090164227136829,0.3320102203067206,0.5,0.5710407239819004,0.5769230769230769,0.0,0.25,0.26666666666666666,0.5429864253393666,0.7343891402714932,0.6760180995475114,0.812619625008665,33.72705467574794,0.18737252597637744,0.24841384897066707,44.714492814720074,,row_mean,0.5,mar_logistic,6,ok,
pattern_mar_logistic__frac_0p500__seed_6,0.8673469387755102,0.8673469387755102,0.8571428571428571,0.4129578255129108,0.4229048649238468,0.357420769894431,0.532579185520362,0.5,0.5266968325791855,0.13333333333333333,0.0,0.125,0.8380090497737556,0.7642533936651583,0.7719457013574661,0.7982509590219706,10.24373870457453,0.0569096594698585,0.13442542754301695,24.19657695774305,,soft_impute,0.5,mar_logistic,6,ok,
pattern_mar_logistic__frac_0p500__seed_6,0.8775510204081632,0.8673469387755102,0.8469387755102041,0.6162884600565341,0.5243582675319465,0.47866930004861036,0.6361990950226244,0.630316742081448,0.618552036199095,0.4,0.38095238095238093,0.34782608695652173,0.8841628959276018,0.7841628959276018,0.7819004524886878,0.5810200839769095,3.677730132438807,0.020431834069104482,0.04404765292577713,7.928577526639883,,tab_impute,0.5,mar_logistic,6,ok,
pattern_mar_logistic__frac_0p500__seed_7,0.8163265306122449,0.8367346938775511,0.8367346938775511,0.2589700146046054,0.49203732614486595,0.4086639973327896,0.4878048780487805,0.5,0.5251524390243902,0.0,0.0,0.1111111111111111,0.6105182926829268,0.8323170731707318,0.7964939024390244,0.7715377919957973,32.119280981648146,0.18146486430309686,0.23050999047575277,40.80026831420824,,global_mean,0.5,mar_logistic,7,ok,
pattern_mar_logistic__frac_0p500__seed_7,0.826530612244898,0.826530612244898,0.8163265306122449,0.2131440972595921,0.3024279221584266,0.29213633021135715,0.49390243902439024,0.49390243902439024,0.4878048780487805,0.0,0.0,0.0,0.5403963414634146,0.6634908536585366,0.6791158536585367,0.7721892499830574,33.8510407673825,0.19124881789481638,0.2523378080842435,44.6637920309111,,row_mean,0.5,mar_logistic,7,ok,
pattern_mar_logistic__frac_0p500__seed_7,0.8571428571428571,0.8469387755102041,0.8673469387755102,0.5059053327537467,0.6474996018887781,0.5319255866346883,0.5876524390243902,0.53125,0.6692073170731707,0.3,0.11764705882352941,0.48,0.7766768292682926,0.8532774390243902,0.8353658536585366,0.7697723340243101,10.194447135661921,0.0575957465291634,0.13702341127087556,24.253143794944975,,soft_impute,0.5,mar_logistic,7,ok,
pattern_mar_logistic__frac_0p500__seed_7,0.8469387755102041,0.8775510204081632,0.8469387755102041,0.6435384668937301,0.6557912112332682,0.542066775241386,0.7073170731707317,0.6501524390243902,0.631859756097561,0.5161290322580645,0.45454545454545453,0.4,0.8917682926829269,0.8948170731707317,0.868140243902439,0.7103127500158735,3.721772662999884,0.02102696419773946,0.045959963991875866,8.134913626562028,,tab_impute,0.5,mar_logistic,7,ok,
pattern_mar_logistic__frac_0p500__seed_8,0.8775510204081632,0.8775510204081632,0.8877551020408163,0.19418644210182612,0.48056618306618304,0.38015474369641034,0.5,0.5,0.5416666666666666,0.0,0.0,0.15384615384615385,0.6017441860465116,0.8095930232558138,0.7887596899224806,0.7628499999991618,32.379063451194305,0.17988368583996836,0.2306143473627152,41.51058252528873,,global_mean,0.5,mar_logistic,8,ok,
pattern_mar_logistic__frac_0p500__seed_8,0.8775510204081632,0.8775510204081632,0.8571428571428571,0.14786645695296444,0.27219014118178353,0.24209133386660592,0.5,0.5,0.5242248062015504,0.0,0.0,0.125,0.5494186046511629,0.570251937984496,0.5687984496124031,0.7830147079657763,33.61034039445302,0.18672411330251676,0.2489117468905083,44.80411444029149,,row_mean,0.5,mar_logistic,8,ok,
pattern_mar_logistic__frac_0p500__seed_8,0.8571428571428571,0.8775510204081632,0.8571428571428571,0.26964606742755975,0.24776213369963368,0.2058103448916659,0.4883720930232558,0.5,0.4883720930232558,0.0,0.0,0.0,0.7315891472868217,0.6298449612403101,0.688953488372093,0.842904124991037,10.709593381136502,0.0594977410063139,0.1390155684797881,25.02280232636186,,soft_impute,0.5,mar_logistic,8,ok,
pattern_mar_logistic__frac_0p500__seed_8,0.8775510204081632,0.8775510204081632,0.8571428571428571,0.47708949232093906,0.40704047182413505,0.369980388077561,0.6075581395348837,0.6075581395348837,0.6317829457364341,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.752906976744186,0.5784883720930233,0.6492248062015503,0.6475114590139128,3.6957488501861535,0.020531938056589743,0.04526698074290608,8.148056533723095,,tab_impute,0.5,mar_logistic,8,ok,
