bundle,downstream_accuracy_linear,downstream_accuracy_random_forest,downstream_accuracy_xgboost,downstream_average_precision_linear,downstream_average_precision_random_forest,downstream_average_precision_xgboost,downstream_balanced_accuracy_linear,downstream_balanced_accuracy_random_forest,downstream_balanced_accuracy_xgboost,downstream_f1_linear,downstream_f1_random_forest,downstream_f1_xgboost,downstream_roc_auc_linear,downstream_roc_auc_random_forest,downstream_roc_auc_xgboost,downstream_runtime_seconds,imputation_mae,imputation_nmae,imputation_nrmse,imputation_rmse,imputation_runtime_seconds,method,missing_fraction,pattern,seed,status,error
pattern_mar_logistic__frac_0p100__seed_5,0.8877551020408163,0.8673469387755102,0.8469387755102041,0.309900266885561,0.3151625234832633,0.27520639083139087,0.5416666666666666,0.5658914728682171,0.5901162790697674,0.15384615384615385,0.23529411764705882,0.2857142857142857,0.7034883720930232,0.7751937984496123,0.7916666666666666,0.7076237500295974,31.262410842748455,0.18608577882588367,0.2309643774410512,38.8020154100966,,global_mean,0.1,mar_logistic,5,ok,
pattern_mar_logistic__frac_0p100__seed_5,0.8877551020408163,0.8673469387755102,0.826530612244898,0.3483407447721673,0.35882988099149654,0.2738206354508267,0.5416666666666666,0.5658914728682171,0.5426356589147286,0.15384615384615385,0.23529411764705882,0.19047619047619047,0.6976744186046512,0.7611434108527131,0.7887596899224807,0.7231047500390559,33.25354770233131,0.19793778394244826,0.2450797927354945,41.173405179563076,,row_mean,0.1,mar_logistic,5,ok,
pattern_mar_logistic__frac_0p100__seed_5,0.8469387755102041,0.826530612244898,0.8163265306122449,0.3963736595530074,0.29798920422195946,0.29768687513629866,0.5901162790697674,0.5426356589147286,0.5726744186046512,0.2857142857142857,0.19047619047619047,0.25,0.8313953488372093,0.8066860465116278,0.8236434108527132,0.7743248339975253,4.012773189685153,0.023885554700506864,0.05334261121841087,8.961558684693026,,soft_impute,0.1,mar_logistic,5,ok,
pattern_mar_logistic__frac_0p100__seed_5,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.33168860194722266,0.31009181461000346,0.318802409328957,0.5959302325581395,0.560077519379845,0.560077519379845,0.3,0.2222222222222222,0.2222222222222222,0.7906976744186047,0.7926356589147288,0.8236434108527132,0.7355314170126803,3.2685609356684235,0.01945571985516919,0.042667976799714034,7.168220102351958,,tab_impute,0.1,mar_logistic,5,ok,
pattern_mar_logistic__frac_0p100__seed_6,0.8775510204081632,0.8877551020408163,0.8979591836734694,0.49255448247930433,0.7294740830856983,0.6833388103124944,0.5710407239819004,0.5769230769230769,0.6479638009049774,0.25,0.26666666666666666,0.4444444444444444,0.8669683257918552,0.9407239819004525,0.9194570135746607,0.7166000409633853,32.27410750672961,0.18873747079958833,0.23494238474864695,40.17514779201863,,global_mean,0.1,mar_logistic,6,ok,
pattern_mar_logistic__frac_0p100__seed_6,0.8775510204081632,0.8877551020408163,0.8877551020408163,0.5282578234191138,0.6420982577428134,0.6938604037933926,0.5710407239819004,0.609502262443439,0.6420814479638008,0.25,0.35294117647058826,0.42105263157894735,0.8751131221719457,0.9176470588235295,0.930316742081448,0.7323918750043958,33.908886069072196,0.19829757935129938,0.24692633457487984,42.22440321230445,,row_mean,0.1,mar_logistic,6,ok,
pattern_mar_logistic__frac_0p100__seed_6,0.8877551020408163,0.8877551020408163,0.8979591836734694,0.5598457098457098,0.6538487153871769,0.6245627766836674,0.6420814479638008,0.5769230769230769,0.6479638009049774,0.42105263157894735,0.26666666666666666,0.4444444444444444,0.918552036199095,0.9045248868778281,0.8914027149321267,0.7513608339941129,4.05322082641732,0.02370304576852234,0.05443449758739032,9.308299087443745,,soft_impute,0.1,mar_logistic,6,ok,
pattern_mar_logistic__frac_0p100__seed_6,0.8979591836734694,0.8673469387755102,0.8673469387755102,0.6219306418401441,0.5430240087905992,0.5066213363784214,0.7131221719457014,0.532579185520362,0.6628959276018099,0.5454545454545454,0.13333333333333333,0.43478260869565216,0.92579185520362,0.8995475113122171,0.8877828054298644,0.7680658329627477,3.1704927552875812,0.018540893305775328,0.04121722143580334,7.048144865522372,,tab_impute,0.1,mar_logistic,6,ok,
pattern_mar_logistic__frac_0p100__seed_7,0.8367346938775511,0.8367346938775511,0.8571428571428571,0.44532500558971766,0.7302364058827532,0.6189713764654214,0.5503048780487805,0.5,0.5876524390243902,0.2,0.0,0.3,0.8064024390243902,0.9333079268292683,0.888719512195122,0.7044151669833809,31.5730793816789,0.17837897955750792,0.2197503913142485,38.895819262621984,,global_mean,0.1,mar_logistic,7,ok,
pattern_mar_logistic__frac_0p100__seed_7,0.826530612244898,0.8469387755102041,0.8571428571428571,0.5032380290987164,0.7095857868068036,0.6534604251838638,0.5190548780487805,0.53125,0.6128048780487805,0.10526315789473684,0.11764705882352941,0.36363636363636365,0.8041158536585366,0.913109756097561,0.8986280487804879,0.7366909580305219,33.52243108205533,0.1893922660003126,0.23270289938895733,41.18841319184545,,row_mean,0.1,mar_logistic,7,ok,
pattern_mar_logistic__frac_0p100__seed_7,0.8877551020408163,0.8571428571428571,0.826530612244898,0.7358889429690729,0.7621964840714841,0.5894836644836645,0.6814024390243902,0.5625,0.5190548780487805,0.5217391304347826,0.2222222222222222,0.10526315789473684,0.9199695121951219,0.950076219512195,0.9077743902439024,0.737245875003282,4.129671466907326,0.023331477214165685,0.05065091682912357,8.965212278754873,,soft_impute,0.1,mar_logistic,7,ok,
pattern_mar_logistic__frac_0p100__seed_7,0.8775510204081632,0.8469387755102041,0.8775510204081632,0.7336801996312866,0.6849270376444291,0.8478222211718852,0.625,0.5564024390243902,0.625,0.4,0.21052631578947367,0.4,0.9153963414634146,0.9420731707317073,0.9474085365853658,0.7543599170166999,3.0578490617264618,0.01727598339958453,0.03789096943387275,6.706701589795476,,tab_impute,0.1,mar_logistic,7,ok,
pattern_mar_logistic__frac_0p100__seed_8,0.8673469387755102,0.8775510204081632,0.8775510204081632,0.2771081605630226,0.6187585522714834,0.4599375879702895,0.4941860465116279,0.5717054263565892,0.6075581395348837,0.0,0.25,0.3333333333333333,0.7248062015503877,0.9282945736434108,0.8866279069767442,0.743227958038915,32.58408327038317,0.1840908659343682,0.23179059141711442,41.02693468082925,,global_mean,0.1,mar_logistic,8,ok,
pattern_mar_logistic__frac_0p100__seed_8,0.8673469387755102,0.8877551020408163,0.8673469387755102,0.27020451256562367,0.6329051358463124,0.48169110981610985,0.4941860465116279,0.5775193798449613,0.5658914728682171,0.0,0.26666666666666666,0.23529411764705882,0.7180232558139535,0.9263565891472868,0.9040697674418605,0.7537909999955446,34.66817640257318,0.19586540340436825,0.24563955039971405,43.47820042074939,,row_mean,0.1,mar_logistic,8,ok,
pattern_mar_logistic__frac_0p100__seed_8,0.8877551020408163,0.8979591836734694,0.9081632653061225,0.6914068664329555,0.7082592471854643,0.6899977903696439,0.6492248062015504,0.6191860465116279,0.6967054263565892,0.42105263157894735,0.375,0.5263157894736842,0.937015503875969,0.9011627906976745,0.9476744186046511,0.7274609580053948,4.131347869244161,0.02334094841380882,0.05288415733980054,9.360495849144696,,soft_impute,0.1,mar_logistic,8,ok,
pattern_mar_logistic__frac_0p100__seed_8,0.8979591836734694,0.8775510204081632,0.8979591836734694,0.6685139573070609,0.6269292977737001,0.5357383085324261,0.6550387596899224,0.5717054263565892,0.7625968992248062,0.4444444444444444,0.25,0.5833333333333334,0.9069767441860466,0.9060077519379844,0.9205426356589147,0.7395517500117421,3.2586303571617896,0.018410341000914064,0.040609180110201,7.187824879505578,,tab_impute,0.1,mar_logistic,8,ok,
pattern_mar_logistic__frac_0p100__seed_9,0.9387755102040817,0.9285714285714286,0.9591836734693877,0.3238650036709466,0.5851731601731602,0.6584821428571428,0.6373626373626373,0.5659340659340659,0.7142857142857143,0.4,0.2222222222222222,0.6,0.7629513343799057,0.9199372056514914,0.8854003139717426,0.7425772090209648,32.177604540251366,0.1828272985241555,0.2305498841266593,40.576779606292035,,global_mean,0.1,mar_logistic,9,ok,
pattern_mar_logistic__frac_0p100__seed_9,0.9387755102040817,0.9285714285714286,0.9489795918367347,0.3436563268473335,0.5556689342403629,0.6027244883177088,0.6373626373626373,0.6318681318681318,0.7087912087912088,0.4,0.36363636363636365,0.5454545454545454,0.7755102040816326,0.8885400313971743,0.8948194662480377,0.7305552500183694,34.26395045616509,0.1946815366827562,0.24421250639283365,42.981401125138724,,row_mean,0.1,mar_logistic,9,ok,
pattern_mar_logistic__frac_0p100__seed_9,0.9387755102040817,0.9387755102040817,0.9285714285714286,0.6367380937598855,0.5235708318415084,0.5151147959183673,0.7692307692307692,0.6373626373626373,0.6978021978021978,0.5714285714285714,0.4,0.46153846153846156,0.8948194662480377,0.9120879120879122,0.8775510204081632,0.7703517080517486,4.313218921197415,0.024506925688621676,0.0567597034326649,9.989707804149022,,soft_impute,0.1,mar_logistic,9,ok,
pattern_mar_logistic__frac_0p100__seed_9,0.9285714285714286,0.9183673469387755,0.9285714285714286,0.5548229548229547,0.39389499389499383,0.5082407559798112,0.7637362637362637,0.6263736263736264,0.5659340659340659,0.5333333333333333,0.3333333333333333,0.2222222222222222,0.912087912087912,0.8932496075353218,0.8508634222919937,0.7569027079734951,3.0951219850022773,0.017585920369331123,0.03954944927025943,6.96070307156566,,tab_impute,0.1,mar_logistic,9,ok,
pattern_mar_logistic__frac_0p200__seed_0,0.8163265306122449,0.8367346938775511,0.826530612244898,0.21277810577029016,0.37193908765953626,0.34239321465968015,0.4819277108433735,0.5212851405622491,0.5698795180722892,0.0,0.1111111111111111,0.2608695652173913,0.6257028112449798,0.7180722891566266,0.7421686746987952,0.7098154170089401,32.751698283146915,0.1350028783311909,0.16943010607832726,41.10374373460219,,global_mean,0.2,mar_logistic,0,ok,
pattern_mar_logistic__frac_0p200__seed_0,0.826530612244898,0.826530612244898,0.8469387755102041,0.20695150573584298,0.3603353322265212,0.3617568165196249,0.4879518072289157,0.4879518072289157,0.6092369477911647,0.0,0.0,0.34782608695652173,0.6176706827309236,0.7389558232931727,0.7518072289156627,0.71240466699237,34.57683008345344,0.14252609267705457,0.1798223662975622,43.62490606378859,,row_mean,0.2,mar_logistic,0,ok,
pattern_mar_logistic__frac_0p200__seed_0,0.8367346938775511,0.8367346938775511,0.8163265306122449,0.4284129697680261,0.3477976835589906,0.3235742978132915,0.6305220883534136,0.5759036144578313,0.563855421686747,0.38461538461538464,0.2727272727272727,0.25,0.7775100401606426,0.7622489959839358,0.7534136546184738,0.7454558750032447,4.655406095196147,0.019189637655383954,0.04654613882380504,11.292093278655102,,soft_impute,0.2,mar_logistic,0,ok,
pattern_mar_logistic__frac_0p200__seed_0,0.8469387755102041,0.8367346938775511,0.826530612244898,0.43785328900758824,0.37585453532821955,0.33910175165397427,0.6638554216867469,0.5759036144578313,0.5971887550200803,0.4444444444444444,0.2727272727272727,0.32,0.7807228915662651,0.7666666666666667,0.7959839357429719,0.7136895839939825,3.2840294437916087,0.013536807270369369,0.03206598145987503,7.779207102165681,,tab_impute,0.2,mar_logistic,0,ok,
pattern_mar_logistic__frac_0p200__seed_1,0.8571428571428571,0.8571428571428571,0.8469387755102041,0.150579581810741,0.37878347143053026,0.32090829979558944,0.49411764705882355,0.49411764705882355,0.5208144796380091,0.0,0.0,0.11764705882352941,0.4904977375565611,0.7565610859728507,0.6850678733031674,0.753619416966103,32.38222109705189,0.18295040167825927,0.23036624550544138,40.77482545446313,,global_mean,0.2,mar_logistic,1,ok,
pattern_mar_logistic__frac_0p200__seed_1,0.8571428571428571,0.8673469387755102,0.8469387755102041,0.15332156466909183,0.3297299922299922,0.3415343901700812,0.49411764705882355,0.5,0.5533936651583711,0.0,0.0,0.21052631578947367,0.4886877828054299,0.7280542986425339,0.6895927601809955,0.7372696659876965,34.29571194962579,0.19376108446116266,0.24447618645705874,43.272285002899395,,row_mean,0.2,mar_logistic,1,ok,
pattern_mar_logistic__frac_0p200__seed_1,0.8775510204081632,0.8775510204081632,0.8367346938775511,0.5773794652236373,0.4971257477551734,0.41516616818806557,0.6687782805429864,0.5710407239819004,0.6126696832579186,0.45454545454545453,0.25,0.3333333333333333,0.8253393665158371,0.816289592760181,0.7411764705882353,0.7437717909924686,4.786722474461721,0.02704362979921876,0.061101364173188615,10.814941458654385,,soft_impute,0.2,mar_logistic,1,ok,
pattern_mar_logistic__frac_0p200__seed_1,0.8877551020408163,0.8673469387755102,0.8775510204081632,0.5597602689707952,0.48040270097369075,0.49643948609372573,0.6746606334841629,0.630316742081448,0.6687782805429864,0.47619047619047616,0.38095238095238093,0.45454545454545453,0.8579185520361992,0.8253393665158371,0.8289592760180995,0.7112770000239834,3.3292295872199777,0.0188092067074575,0.04079458157074445,7.220640938021767,,tab_impute,0.2,mar_logistic,1,ok,
pattern_mar_logistic__frac_0p200__seed_2,0.8979591836734694,0.9081632653061225,0.8877551020408163,0.2548365806707118,0.3768219832735962,0.3263101019060548,0.4943820224719101,0.5,0.5886392009987516,0.0,0.0,0.26666666666666666,0.7515605493133583,0.8395755305867666,0.8002496878901374,0.719556708005257,32.2111517911371,0.178950843284095,0.2231257164249457,40.162628956490224,,global_mean,0.2,mar_logistic,2,ok,
pattern_mar_logistic__frac_0p200__seed_2,0.8979591836734694,0.9081632653061225,0.8775510204081632,0.28112239612239615,0.2188846546947682,0.29491254926591237,0.4943820224719101,0.5,0.5830212234706617,0.0,0.0,0.25,0.7478152309612983,0.7990012484394506,0.7652933832709113,0.7252955829608254,33.996171680820076,0.18886762044900043,0.2365630087496393,42.581341574935074,,row_mean,0.2,mar_logistic,2,ok,
pattern_mar_logistic__frac_0p200__seed_2,0.9183673469387755,0.9183673469387755,0.8775510204081632,0.36545310523805147,0.4428774928774929,0.26193747177422005,0.5555555555555556,0.6054931335830211,0.5830212234706617,0.2,0.3333333333333333,0.25,0.8202247191011235,0.8295880149812733,0.8089887640449438,0.7330733750131913,4.525583660504303,0.025142131447246127,0.05865437944875099,10.557788300775178,,soft_impute,0.2,mar_logistic,2,ok,
pattern_mar_logistic__frac_0p200__seed_2,0.9081632653061225,0.9081632653061225,0.8979591836734694,0.35142348437350646,0.37237321553359287,0.3874662374662375,0.5998751560549314,0.5998751560549314,0.5942571785268415,0.3076923076923077,0.3076923076923077,0.2857142857142857,0.8539325842696629,0.8408239700374531,0.8476903870162297,0.7519725830061361,3.205644012686475,0.01780913340381375,0.03845651443896571,6.922172599013828,,tab_impute,0.2,mar_logistic,2,ok,
pattern_mar_logistic__frac_0p200__seed_3,0.8469387755102041,0.8469387755102041,0.8571428571428571,0.44320753121936085,0.6001640785933039,0.5411480177816202,0.5819277108433735,0.5,0.5879518072289157,0.2857142857142857,0.0,0.3,0.7132530120481927,0.8622489959839358,0.8353413654618473,0.7277237080270424,31.631701701468973,0.1303862394949257,0.16271572743591697,39.474835475953455,,global_mean,0.2,mar_logistic,3,ok,
pattern_mar_logistic__frac_0p200__seed_3,0.8571428571428571,0.8469387755102041,0.8673469387755102,0.4412947691842547,0.6189554772163468,0.5216455167639378,0.5879518072289157,0.5,0.6485943775100401,0.3,0.0,0.43478260869565216,0.723694779116466,0.8907630522088353,0.8417670682730923,0.7544411250273697,33.4857801136359,0.13802877210896908,0.17303248290278272,41.97768035221509,,row_mean,0.2,mar_logistic,3,ok,
pattern_mar_logistic__frac_0p200__seed_3,0.8775510204081632,0.8673469387755102,0.8673469387755102,0.639356428942905,0.5163615961705886,0.5245469584814749,0.6273092369477912,0.5666666666666667,0.621285140562249,0.4,0.23529411764705882,0.38095238095238093,0.8867469879518072,0.8522088353413655,0.8497991967871485,0.7699682920356281,4.760877054312091,0.0196243901661669,0.049401597487802436,11.98482755054087,,soft_impute,0.2,mar_logistic,3,ok,
pattern_mar_logistic__frac_0p200__seed_3,0.8877551020408163,0.8775510204081632,0.8469387755102041,0.737375484695219,0.6206441028033568,0.4465474143714181,0.6333333333333333,0.6,0.5546184738955824,0.42105263157894735,0.3333333333333333,0.21052631578947367,0.9164658634538152,0.8923694779116467,0.7999999999999999,0.7087580829975195,3.1546779330526915,0.013003618850175975,0.030829764619687082,7.479300896736086,,tab_impute,0.2,mar_logistic,3,ok,
pattern_mar_logistic__frac_0p200__seed_4,0.8571428571428571,0.8571428571428571,0.8877551020408163,0.18126954825327013,0.43575958294003403,0.5866947409563277,0.5297619047619048,0.5,0.6071428571428571,0.125,0.0,0.35294117647058826,0.4931972789115646,0.7933673469387755,0.8180272108843538,0.712059749988839,31.827127075903192,0.17981427726498977,0.22417104049543254,39.67827416769156,,global_mean,0.2,mar_logistic,4,ok,
pattern_mar_logistic__frac_0p200__seed_4,0.8469387755102041,0.8673469387755102,0.8877551020408163,0.22106655719605658,0.4186521768190983,0.5431582571030763,0.5238095238095238,0.5357142857142857,0.6369047619047619,0.11764705882352941,0.13333333333333333,0.42105263157894735,0.5008503401360545,0.764030612244898,0.7933673469387755,0.7388183749862947,33.849300781951,0.19123898746864973,0.23862995192021838,42.23750148987865,,row_mean,0.2,mar_logistic,4,ok,
pattern_mar_logistic__frac_0p200__seed_4,0.8571428571428571,0.8469387755102041,0.8673469387755102,0.40935246744070275,0.40126637903282675,0.4557853816082665,0.5297619047619048,0.49404761904761907,0.625,0.125,0.0,0.38095238095238093,0.8375850340136054,0.8329081632653061,0.8299319727891157,0.7160895830020308,4.859646498505356,0.02745562993505851,0.06511182595357537,11.52479319378284,,soft_impute,0.2,mar_logistic,4,ok,
pattern_mar_logistic__frac_0p200__seed_4,0.8673469387755102,0.8979591836734694,0.8877551020408163,0.46831940317948684,0.6252788242403264,0.6326689994924074,0.625,0.6726190476190477,0.6666666666666666,0.38095238095238093,0.5,0.47619047619047616,0.8452380952380953,0.8915816326530612,0.8877551020408163,0.6887877919944003,3.4476338546121643,0.019478157370690193,0.043155090163285274,7.638450958901493,,tab_impute,0.2,mar_logistic,4,ok,
